"","treatment","name","value"
"1","0NR_65","blue",-0.0441358575393381
"2","0NR_65","green",-0.0592269977197478
"3","0NR_65","red",-0.0929275178816703
"4","0NR_65","turquoise",-0.0998284153583438
"5","0NR_65","black",0.0145903727105181
"6","0NR_65","brown",0.066416024220298
"7","0NR_65","tan",0.0775744977121334
"8","0NR_65","yellow",0.0071401603898266
"9","0NR_65","purple",0.0604768445553971
"10","0NR_65","salmon",0.0965798355916904
"11","0NR_65","greenyellow",-0.0113799189061522
"12","0NR_65","magenta",0.0218737535228414
"13","0NR_65","pink",-0.00309162467846152
"14","0NR_65","grey",-0.00886284414516476
"15","0NR_66","blue",-0.0607083283993957
"16","0NR_66","green",0.253435937642656
"17","0NR_66","red",0.0309847172237705
"18","0NR_66","turquoise",0.011041790776006
"19","0NR_66","black",-0.0525354310431536
"20","0NR_66","brown",-0.0087765413941443
"21","0NR_66","tan",0.0135747059367335
"22","0NR_66","yellow",0.0681852691139395
"23","0NR_66","purple",0.0690826469466945
"24","0NR_66","salmon",0.0102662762465293
"25","0NR_66","greenyellow",0.0161541841071425
"26","0NR_66","magenta",-0.0410255532774908
"27","0NR_66","pink",0.060395832686621
"28","0NR_66","grey",0.106500468306791
"29","0NR_67","blue",-0.112201035948108
"30","0NR_67","green",0.118267050750017
"31","0NR_67","red",-0.0481866919044847
"32","0NR_67","turquoise",-0.130488727207751
"33","0NR_67","black",-0.108641625526902
"34","0NR_67","brown",0.0354725982886424
"35","0NR_67","tan",0.0262909819892434
"36","0NR_67","yellow",0.106829377104009
"37","0NR_67","purple",0.311062091976437
"38","0NR_67","salmon",0.165003366848577
"39","0NR_67","greenyellow",0.16163251309936
"40","0NR_67","magenta",-0.00240977633837719
"41","0NR_67","pink",0.0710948853631255
"42","0NR_67","grey",0.0704769009118399
"43","0NR_68","blue",-0.0597465628648839
"44","0NR_68","green",0.0233112308768533
"45","0NR_68","red",-0.0864185511019752
"46","0NR_68","turquoise",-0.0954578614410704
"47","0NR_68","black",0.0158475315500325
"48","0NR_68","brown",0.0781154199593528
"49","0NR_68","tan",0.127290014656547
"50","0NR_68","yellow",0.0516535525145425
"51","0NR_68","purple",0.12692727137856
"52","0NR_68","salmon",0.102720791254982
"53","0NR_68","greenyellow",-0.0855103733043039
"54","0NR_68","magenta",0.0121332974561516
"55","0NR_68","pink",0.021945028863405
"56","0NR_68","grey",0.0166987310265276
"57","0TL_113","blue",0.0336074314402552
"58","0TL_113","green",-0.0448591419084421
"59","0TL_113","red",-0.0765738784535747
"60","0TL_113","turquoise",-0.0430854598640092
"61","0TL_113","black",0.0120413239117678
"62","0TL_113","brown",0.0531718081668073
"63","0TL_113","tan",0.0048468918321249
"64","0TL_113","yellow",-0.0673117733960233
"65","0TL_113","purple",-0.0443943709726184
"66","0TL_113","salmon",0.0281832879832048
"67","0TL_113","greenyellow",-0.00369692367073243
"68","0TL_113","magenta",0.0488988838736883
"69","0TL_113","pink",-0.0346653128515345
"70","0TL_113","grey",-0.0807961508634485
"71","0TL_114","blue",0.0841356245483494
"72","0TL_114","green",0.133276820729466
"73","0TL_114","red",0.0195802662965804
"74","0TL_114","turquoise",0.090984055323182
"75","0TL_114","black",-0.0232616253477805
"76","0TL_114","brown",-0.00695835938936547
"77","0TL_114","tan",-0.0528287577620397
"78","0TL_114","yellow",-0.0736828391708169
"79","0TL_114","purple",-0.0452411021743486
"80","0TL_114","salmon",-0.0425083115250579
"81","0TL_114","greenyellow",0.0784955523053256
"82","0TL_114","magenta",0.00495610406015919
"83","0TL_114","pink",-0.0304774605436173
"84","0TL_114","grey",-0.0395476890717595
"85","0TL_115","blue",-0.0113653204350437
"86","0TL_115","green",-0.0114416768975991
"87","0TL_115","red",-0.1032219587477
"88","0TL_115","turquoise",-0.0926288602933594
"89","0TL_115","black",-0.00798304777774753
"90","0TL_115","brown",0.077425049834261
"91","0TL_115","tan",0.0466733118496887
"92","0TL_115","yellow",-0.0295311098704394
"93","0TL_115","purple",0.027415430591605
"94","0TL_115","salmon",0.0804449144438778
"95","0TL_115","greenyellow",0.0371342742158984
"96","0TL_115","magenta",0.0463062567161956
"97","0TL_115","pink",-0.0109651386591323
"98","0TL_115","grey",-0.0442266387481821
"99","0TL_116","blue",-0.103150447692881
"100","0TL_116","green",-0.137677824230014
"101","0TL_116","red",-0.331643244898988
"102","0TL_116","turquoise",-0.137149536619397
"103","0TL_116","black",-0.0382716350269847
"104","0TL_116","brown",0.181451869246126
"105","0TL_116","tan",0.0623167692359276
"106","0TL_116","yellow",0.0206565269642664
"107","0TL_116","purple",-0.025833377847583
"108","0TL_116","salmon",0.084565600249173
"109","0TL_116","greenyellow",-0.20904405317273
"110","0TL_116","magenta",-0.878352905425241
"111","0TL_116","pink",-0.850187091541739
"112","0TL_116","grey",-0.44115892889765
"113","CZRJR_57","blue",0.0580220590773332
"114","CZRJR_57","green",-0.0315266595304313
"115","CZRJR_57","red",0.0429214794614015
"116","CZRJR_57","turquoise",0.051845696969814
"117","CZRJR_57","black",-0.0129308740119215
"118","CZRJR_57","brown",-0.0451978976400689
"119","CZRJR_57","tan",-0.105101913912678
"120","CZRJR_57","yellow",-0.0460256428742786
"121","CZRJR_57","purple",-0.00544894099642744
"122","CZRJR_57","salmon",-0.0288397122443907
"123","CZRJR_57","greenyellow",0.0548519867215207
"124","CZRJR_57","magenta",0.0158792429047608
"125","CZRJR_57","pink",-0.0068891771571004
"126","CZRJR_57","grey",0.0278650117671862
"127","CZRJR_58","blue",0.0685882259908003
"128","CZRJR_58","green",0.0489902913670928
"129","CZRJR_58","red",0.0542867543493295
"130","CZRJR_58","turquoise",0.0945079173922118
"131","CZRJR_58","black",-0.0558677148630821
"132","CZRJR_58","brown",-0.0304611410896864
"133","CZRJR_58","tan",-0.0666057820175087
"134","CZRJR_58","yellow",-0.0375545243677163
"135","CZRJR_58","purple",-0.0363864892381897
"136","CZRJR_58","salmon",-0.0350861929890836
"137","CZRJR_58","greenyellow",-0.0318502414184827
"138","CZRJR_58","magenta",-0.013098951619218
"139","CZRJR_58","pink",-0.00780576707599857
"140","CZRJR_58","grey",0.0240307083095882
"141","CZRJR_59","blue",-0.0173307983979659
"142","CZRJR_59","green",-0.0523012741418448
"143","CZRJR_59","red",-0.0523048647411002
"144","CZRJR_59","turquoise",-0.0786374627122049
"145","CZRJR_59","black",-0.00429879725894804
"146","CZRJR_59","brown",0.0300809574556234
"147","CZRJR_59","tan",-0.0171735732258529
"148","CZRJR_59","yellow",-0.00408003978864249
"149","CZRJR_59","purple",0.04569201796318
"150","CZRJR_59","salmon",0.0390290057953747
"151","CZRJR_59","greenyellow",0.111839069988529
"152","CZRJR_59","magenta",0.0388580363949661
"153","CZRJR_59","pink",0.00787112299293159
"154","CZRJR_59","grey",0.0315607424904958
"155","CZRJR_60","blue",0.0618681794777314
"156","CZRJR_60","green",-0.00179784911316836
"157","CZRJR_60","red",0.0495764445213505
"158","CZRJR_60","turquoise",0.0957212543419549
"159","CZRJR_60","black",-0.0706446008532889
"160","CZRJR_60","brown",-0.0122645835580775
"161","CZRJR_60","tan",-0.0112765427006818
"162","CZRJR_60","yellow",-0.0176580786179872
"163","CZRJR_60","purple",-0.0191738290515747
"164","CZRJR_60","salmon",-0.0326379069708873
"165","CZRJR_60","greenyellow",0.0101509510225798
"166","CZRJR_60","magenta",-0.0274798937103105
"167","CZRJR_60","pink",-0.00733516649884501
"168","CZRJR_60","grey",0.0356808881285532
"169","DF2A_13","blue",0.0925259950532106
"170","DF2A_13","green",-0.0475282090066612
"171","DF2A_13","red",0.0150939429800991
"172","DF2A_13","turquoise",0.0840313492346153
"173","DF2A_13","black",0.123892954536909
"174","DF2A_13","brown",-0.018768373785801
"175","DF2A_13","tan",-0.0464055110426491
"176","DF2A_13","yellow",-0.08337433273467
"177","DF2A_13","purple",-0.10708933004884
"178","DF2A_13","salmon",-0.104293871255684
"179","DF2A_13","greenyellow",0.0723686579964469
"180","DF2A_13","magenta",0.00575071981512197
"181","DF2A_13","pink",-0.0401562704371484
"182","DF2A_13","grey",-0.00405340557283633
"183","DF2A_14","blue",-0.00354457203257271
"184","DF2A_14","green",0.208406967237585
"185","DF2A_14","red",-0.00676726672586463
"186","DF2A_14","turquoise",-0.00793879761041687
"187","DF2A_14","black",0.0458876379581482
"188","DF2A_14","brown",0.0190424467918849
"189","DF2A_14","tan",0.0042569727517359
"190","DF2A_14","yellow",-0.0170292527472709
"191","DF2A_14","purple",-0.0427512139265783
"192","DF2A_14","salmon",-0.0327399920592539
"193","DF2A_14","greenyellow",-0.0152094250232862
"194","DF2A_14","magenta",-0.012233885941483
"195","DF2A_14","pink",0.00359827756704733
"196","DF2A_14","grey",0.0383683035196767
"197","DF2A_15","blue",-0.0264951103972643
"198","DF2A_15","green",0.204744224824976
"199","DF2A_15","red",0.0421686073557269
"200","DF2A_15","turquoise",0.0107699417321217
"201","DF2A_15","black",-0.097645171406793
"202","DF2A_15","brown",-0.0199695005801762
"203","DF2A_15","tan",-0.0397681312815169
"204","DF2A_15","yellow",0.0410074817029017
"205","DF2A_15","purple",0.241977428099998
"206","DF2A_15","salmon",0.0558634317224554
"207","DF2A_15","greenyellow",0.00403666239497331
"208","DF2A_15","magenta",-0.0257130882250357
"209","DF2A_15","pink",0.0480422446927508
"210","DF2A_15","grey",0.0392201883138983
"211","DF2A_16","blue",0.140494563549273
"212","DF2A_16","green",0.123593461548365
"213","DF2A_16","red",0.0812148406715877
"214","DF2A_16","turquoise",0.156242026548461
"215","DF2A_16","black",0.024694633170352
"216","DF2A_16","brown",-0.0465578697383686
"217","DF2A_16","tan",-0.109858726388601
"218","DF2A_16","yellow",-0.11379319864124
"219","DF2A_16","purple",-0.0237161819281472
"220","DF2A_16","salmon",-0.108111060442494
"221","DF2A_16","greenyellow",-0.0907610710224873
"222","DF2A_16","magenta",-0.0119622745378855
"223","DF2A_16","pink",-0.0441963801452965
"224","DF2A_16","grey",-0.0850069322261343
"225","DF7X_53","blue",0.0982060502528089
"226","DF7X_53","green",0.0121451857504212
"227","DF7X_53","red",0.0704608147626511
"228","DF7X_53","turquoise",0.120895360938106
"229","DF7X_53","black",-0.0594271413626228
"230","DF7X_53","brown",-0.0291743552158664
"231","DF7X_53","tan",-0.0435972731347566
"232","DF7X_53","yellow",-0.0632761242322468
"233","DF7X_53","purple",-0.131867779004115
"234","DF7X_53","salmon",-0.0076994372493928
"235","DF7X_53","greenyellow",-0.045822067404905
"236","DF7X_53","magenta",-0.0133017070152605
"237","DF7X_53","pink",-0.0437309702831907
"238","DF7X_53","grey",-0.00735323240224406
"239","DF7X_54","blue",0.0871831675285418
"240","DF7X_54","green",0.0424915503844479
"241","DF7X_54","red",0.102866190416729
"242","DF7X_54","turquoise",0.165609645738593
"243","DF7X_54","black",-0.0976861352212147
"244","DF7X_54","brown",-0.046018880121744
"245","DF7X_54","tan",-0.0357964123990625
"246","DF7X_54","yellow",-0.0105752235389282
"247","DF7X_54","purple",-0.110902070069273
"248","DF7X_54","salmon",-0.0274722253244061
"249","DF7X_54","greenyellow",-0.0436498266633542
"250","DF7X_54","magenta",-0.0682971157491923
"251","DF7X_54","pink",-0.00987317870379337
"252","DF7X_54","grey",0.0497674059329241
"253","DF7X_55","blue",0.020531796247744
"254","DF7X_55","green",-0.00431110883432562
"255","DF7X_55","red",0.00935448704585882
"256","DF7X_55","turquoise",0.0445142067255714
"257","DF7X_55","black",-0.0714498281431784
"258","DF7X_55","brown",0.010884581030039
"259","DF7X_55","tan",0.0240066664895104
"260","DF7X_55","yellow",0.00378996017224388
"261","DF7X_55","purple",-0.0535743901360367
"262","DF7X_55","salmon",0.0455392478067273
"263","DF7X_55","greenyellow",0.0509666352708938
"264","DF7X_55","magenta",-0.0247681676354647
"265","DF7X_55","pink",-0.00751952269484058
"266","DF7X_55","grey",0.0258919397731641
"267","DF7X_56","blue",-0.0310766278303984
"268","DF7X_56","green",-0.0704018673918231
"269","DF7X_56","red",-0.0504751050925851
"270","DF7X_56","turquoise",-0.0475340673498921
"271","DF7X_56","black",-0.0543705135982928
"272","DF7X_56","brown",0.0819952485585077
"273","DF7X_56","tan",0.128893673837321
"274","DF7X_56","yellow",0.0508153679313366
"275","DF7X_56","purple",-0.0711800840467777
"276","DF7X_56","salmon",0.128282009206329
"277","DF7X_56","greenyellow",-0.0555047255451214
"278","DF7X_56","magenta",0.0149254134028453
"279","DF7X_56","pink",0.00375275466673794
"280","DF7X_56","grey",-0.00504308518349835
"281","DF8J_109","blue",0.0422272593223048
"282","DF8J_109","green",-0.0299225153175002
"283","DF8J_109","red",-0.0390424370654193
"284","DF8J_109","turquoise",0.00633334355454992
"285","DF8J_109","black",-0.0124002218385745
"286","DF8J_109","brown",0.046710643740242
"287","DF8J_109","tan",-0.000376261153487655
"288","DF8J_109","yellow",-0.0396254241293056
"289","DF8J_109","purple",-0.0114064758462453
"290","DF8J_109","salmon",0.0375238350994681
"291","DF8J_109","greenyellow",0.0579212055875604
"292","DF8J_109","magenta",0.0327107613890261
"293","DF8J_109","pink",-0.0281464893295126
"294","DF8J_109","grey",-0.0093184227080868
"295","DF8J_110","blue",0.0773321530928479
"296","DF8J_110","green",0.166224549508196
"297","DF8J_110","red",0.0560872819658999
"298","DF8J_110","turquoise",0.0972803542619727
"299","DF8J_110","black",-0.0225553861498101
"300","DF8J_110","brown",-0.0337256399171133
"301","DF8J_110","tan",-0.0750949486420665
"302","DF8J_110","yellow",-0.0544975171291384
"303","DF8J_110","purple",-0.0612250773431143
"304","DF8J_110","salmon",-0.0497146373303372
"305","DF8J_110","greenyellow",0.193607914982641
"306","DF8J_110","magenta",-0.00248623739153141
"307","DF8J_110","pink",-0.00666077931697793
"308","DF8J_110","grey",0.0229716695712664
"309","DF8J_111","blue",-0.0101706337536483
"310","DF8J_111","green",0.0243382568594298
"311","DF8J_111","red",-0.035811620898057
"312","DF8J_111","turquoise",-0.0325247978892768
"313","DF8J_111","black",-0.0716264747315592
"314","DF8J_111","brown",0.041146074720842
"315","DF8J_111","tan",0.0210993020442709
"316","DF8J_111","yellow",0.0170059647183134
"317","DF8J_111","purple",0.110224670050671
"318","DF8J_111","salmon",0.0751024576048213
"319","DF8J_111","greenyellow",0.023330579175187
"320","DF8J_111","magenta",0.0150385991813633
"321","DF8J_111","pink",0.0158599563323198
"322","DF8J_111","grey",0.0452423444065498
"323","DF8J_112","blue",0.0377135873292442
"324","DF8J_112","green",-0.0553470683481603
"325","DF8J_112","red",-0.0247601345269515
"326","DF8J_112","turquoise",0.00289181042497881
"327","DF8J_112","black",-0.0028612564443906
"328","DF8J_112","brown",0.0268420021191544
"329","DF8J_112","tan",0.0314125209410623
"330","DF8J_112","yellow",-0.0510824836665627
"331","DF8J_112","purple",-0.0182720816295302
"332","DF8J_112","salmon",0.0203477081326162
"333","DF8J_112","greenyellow",-0.0289960006657026
"334","DF8J_112","magenta",0.0238928161464703
"335","DF8J_112","pink",-0.0336259047004294
"336","DF8J_112","grey",-0.0288063341421948
"337","DF9F_141","blue",0.0352303599514151
"338","DF9F_141","green",0.0135569120358635
"339","DF9F_141","red",-0.0237014330620967
"340","DF9F_141","turquoise",-0.00206396623448974
"341","DF9F_141","black",0.0534208233839741
"342","DF9F_141","brown",0.0121985316464397
"343","DF9F_141","tan",-0.0253797789846863
"344","DF9F_141","yellow",-0.0635461841905261
"345","DF9F_141","purple",0.0314238775931707
"346","DF9F_141","salmon",-0.0362235248220298
"347","DF9F_141","greenyellow",-0.00305002878739389
"348","DF9F_141","magenta",0.0305144070054311
"349","DF9F_141","pink",-0.0174909826511143
"350","DF9F_141","grey",-0.0150513765272657
"351","DF9F_142","blue",-0.0144907531703
"352","DF9F_142","green",0.00324728180142498
"353","DF9F_142","red",-0.0371352227762467
"354","DF9F_142","turquoise",-0.0473245511559372
"355","DF9F_142","black",0.0798090587970989
"356","DF9F_142","brown",0.0185068164585863
"357","DF9F_142","tan",0.0168745676244507
"358","DF9F_142","yellow",-0.0165407459452367
"359","DF9F_142","purple",0.0285905632089037
"360","DF9F_142","salmon",-0.0443839527198647
"361","DF9F_142","greenyellow",0.0154909411368201
"362","DF9F_142","magenta",0.0317502622511329
"363","DF9F_142","pink",0.0131556638188655
"364","DF9F_142","grey",0.0373108711264655
"365","DF9F_143","blue",-0.017463709857219
"366","DF9F_143","green",-0.0414879511145581
"367","DF9F_143","red",-0.0830726986737008
"368","DF9F_143","turquoise",-0.0977112015533399
"369","DF9F_143","black",0.104873494446294
"370","DF9F_143","brown",0.0636971122806267
"371","DF9F_143","tan",0.0516460587086514
"372","DF9F_143","yellow",-0.0378019999852167
"373","DF9F_143","purple",0.0169931922435198
"374","DF9F_143","salmon",-0.00666412689568808
"375","DF9F_143","greenyellow",-0.0295571581049202
"376","DF9F_143","magenta",0.0551992137144335
"377","DF9F_143","pink",-0.00613718592993697
"378","DF9F_143","grey",-0.00593012615014738
"379","DF9F_144","blue",0.0115981071951201
"380","DF9F_144","green",-0.0248067961767845
"381","DF9F_144","red",-0.0741445630518309
"382","DF9F_144","turquoise",-0.0551358857802566
"383","DF9F_144","black",0.0580666657011986
"384","DF9F_144","brown",0.0631031486617863
"385","DF9F_144","tan",0.0219442187903675
"386","DF9F_144","yellow",-0.0469413134735067
"387","DF9F_144","purple",0.0362276644626161
"388","DF9F_144","salmon",0.0183660186658947
"389","DF9F_144","greenyellow",-0.0674595227452636
"390","DF9F_144","magenta",0.056468906210316
"391","DF9F_144","pink",-0.0129389696352161
"392","DF9F_144","grey",-0.0473813526236195
"393","DF9I_117","blue",0.0619325388554468
"394","DF9I_117","green",-0.0472800242399681
"395","DF9I_117","red",0.0172516044813867
"396","DF9I_117","turquoise",0.0552443919270202
"397","DF9I_117","black",0.139994348118042
"398","DF9I_117","brown",-0.027725933349165
"399","DF9I_117","tan",-0.0706673232099616
"400","DF9I_117","yellow",-0.0869809565362276
"401","DF9I_117","purple",-0.0821314473487871
"402","DF9I_117","salmon",-0.12453470996652
"403","DF9I_117","greenyellow",-0.0979232287838862
"404","DF9I_117","magenta",0.0287070413515253
"405","DF9I_117","pink",-0.0289938613368482
"406","DF9I_117","grey",-0.0318459532228705
"407","DF9I_118","blue",-0.0350354127530497
"408","DF9I_118","green",-0.0789899806044309
"409","DF9I_118","red",-0.0638544404341288
"410","DF9I_118","turquoise",-0.0846408178059709
"411","DF9I_118","black",0.121680243747053
"412","DF9I_118","brown",0.0455917220565093
"413","DF9I_118","tan",0.0439269346473689
"414","DF9I_118","yellow",-0.00406932827512167
"415","DF9I_118","purple",0.0318898188344469
"416","DF9I_118","salmon",0.00596237771347232
"417","DF9I_118","greenyellow",-0.0740875978112256
"418","DF9I_118","magenta",0.0491456707287887
"419","DF9I_118","pink",0.010787856398016
"420","DF9I_118","grey",-0.00490540593788587
"421","DF9I_119","blue",-0.0148152607214512
"422","DF9I_119","green",-0.0342648497429254
"423","DF9I_119","red",-0.0626267568837399
"424","DF9I_119","turquoise",-0.066632439810174
"425","DF9I_119","black",0.120509224811916
"426","DF9I_119","brown",0.0445792463601526
"427","DF9I_119","tan",0.0351396870031414
"428","DF9I_119","yellow",-0.0199120699277839
"429","DF9I_119","purple",0.0213362787820471
"430","DF9I_119","salmon",-0.0126045765905908
"431","DF9I_119","greenyellow",-0.0119333258638172
"432","DF9I_119","magenta",0.0385621967864087
"433","DF9I_119","pink",-0.00602196102407719
"434","DF9I_119","grey",0.00824632494089554
"435","DF9I_120","blue",0.0175887778217049
"436","DF9I_120","green",-0.0653969607642421
"437","DF9I_120","red",-0.0553620287172916
"438","DF9I_120","turquoise",-0.0229089388918653
"439","DF9I_120","black",0.0927895617042351
"440","DF9I_120","brown",0.0464649860199341
"441","DF9I_120","tan",0.0322492609604577
"442","DF9I_120","yellow",-0.03847901046649
"443","DF9I_120","purple",0.0991184085804949
"444","DF9I_120","salmon",0.000225198789965797
"445","DF9I_120","greenyellow",-0.109006275317918
"446","DF9I_120","magenta",0.0303122743529776
"447","DF9I_120","pink",-0.0127013716085239
"448","DF9I_120","grey",-0.014167913328146
"449","DFB3_100","blue",0.00273951951204799
"450","DFB3_100","green",-0.0298543860852652
"451","DFB3_100","red",-0.0741770648895996
"452","DFB3_100","turquoise",-0.0548903539083324
"453","DFB3_100","black",-0.0561885435149515
"454","DFB3_100","brown",0.0823631749934635
"455","DFB3_100","tan",0.0545895911702428
"456","DFB3_100","yellow",-0.0182044963134525
"457","DFB3_100","purple",0.107658994796562
"458","DFB3_100","salmon",0.100344386327162
"459","DFB3_100","greenyellow",-0.0940543170261749
"460","DFB3_100","magenta",0.0205851553126056
"461","DFB3_100","pink",-0.017784621316941
"462","DFB3_100","grey",0.0107049982727287
"463","DFB3_97","blue",0.0917066769051286
"464","DFB3_97","green",0.00724350770362554
"465","DFB3_97","red",-0.000510247662123142
"466","DFB3_97","turquoise",0.0657749121673974
"467","DFB3_97","black",-0.00364558267754788
"468","DFB3_97","brown",0.00428048425298164
"469","DFB3_97","tan",-0.0473055855925296
"470","DFB3_97","yellow",-0.0951043119980961
"471","DFB3_97","purple",-0.0164322029940337
"472","DFB3_97","salmon",0.000243751198436899
"473","DFB3_97","greenyellow",-0.0787247242933336
"474","DFB3_97","magenta",0.0230516255923858
"475","DFB3_97","pink",-0.0451745276669748
"476","DFB3_97","grey",-0.0303699422468474
"477","DFB3_98","blue",0.0589708843525214
"478","DFB3_98","green",-0.00539039672140566
"479","DFB3_98","red",-0.0339259758028519
"480","DFB3_98","turquoise",0.0349910669040638
"481","DFB3_98","black",-0.0170042018061542
"482","DFB3_98","brown",0.0318588393690468
"483","DFB3_98","tan",0.0128312672719106
"484","DFB3_98","yellow",-0.0698699457595988
"485","DFB3_98","purple",-0.0104087052519697
"486","DFB3_98","salmon",0.00597445505944002
"487","DFB3_98","greenyellow",-0.0825623609889269
"488","DFB3_98","magenta",0.0198985796837347
"489","DFB3_98","pink",-0.0316119964054627
"490","DFB3_98","grey",-0.0109236769392988
"491","DFB3_99","blue",0.00333125104647331
"492","DFB3_99","green",-0.0133572273230743
"493","DFB3_99","red",-0.0341069534906495
"494","DFB3_99","turquoise",-0.0274551563579978
"495","DFB3_99","black",-0.0513522907879952
"496","DFB3_99","brown",0.0167365104535603
"497","DFB3_99","tan",-0.0832614425190195
"498","DFB3_99","yellow",-0.0147331577796294
"499","DFB3_99","purple",0.0730337180319284
"500","DFB3_99","salmon",0.0739081958353703
"501","DFB3_99","greenyellow",0.0832219292917232
"502","DFB3_99","magenta",0.0259521574791076
"503","DFB3_99","pink",-0.00337066111038165
"504","DFB3_99","grey",0.0324932318847843
"505","DFG1_133","blue",-0.0049295955875722
